Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,counterbalance-ao9d,Spreadsheet,didyouknow,definition,sampleimages,question,SAMguessed,visualization,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,ANSWER2,train_conf2,train_conf3,ANSWER3,train_conf4,ANSWER4,train_conf5,ANSWER5,didyouknow,definition,sampleimages,SAMguessed,visualization,question,test,ShowProgressBar,image0,black_arrow,black_arrow3,black_arrow4,black_arrow2,arrow_beam,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
11,1615396480578,10/03/2021 17:14:40,1615396482197,9,11/03/2021 02:14:42,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,5,Screen 4,advancementZone,continue_button,3910.879999981262,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1615396484202,10/03/2021 17:14:44,1615396485842,9,11/03/2021 02:14:45,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,1,Screen 1,Zone1,continue_keyboard,3518.459999933839,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1615396492806,10/03/2021 17:14:52,1615396493766,9,11/03/2021 02:14:53,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,2,Screen 2,advancementZone,response_button_text,7883.264999953099,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1615396494182,10/03/2021 17:14:54,1615396495799,9,11/03/2021 02:14:55,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,3,Correct1,Zone3,response_button_text,1975.5799999693409,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1615396495872,10/03/2021 17:14:55,1615396497515,9,11/03/2021 02:14:57,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,5,Screen 3,Zone5,response_button_text,1682.5950000202283,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1615396496624,10/03/2021 17:14:56,1615396498255,9,11/03/2021 02:14:58,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,6,Correct2,Zone3,response_button_text,695.5549999838695,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1615396502788,10/03/2021 17:15:02,1615396502873,9,11/03/2021 02:15:02,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,8,Screen 4,advancementZone,response_button_text,4588.099999935366,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1615396503069,10/03/2021 17:15:03,1615396503782,9,11/03/2021 02:15:03,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,9,Correct3,Zone3,response_button_text,866.7000000132248,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1615396510037,10/03/2021 17:15:10,1615396510957,9,11/03/2021 02:15:10,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,11,Screen 5,Zone5,response_button_text,7145.995000028051,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1615396510869,10/03/2021 17:15:10,1615396512138,9,11/03/2021 02:15:12,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,12,Correct4,Zone3,response_button_text,1140.7549999421462,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1615396513678,10/03/2021 17:15:13,1615396515313,9,11/03/2021 02:15:15,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,14,Screen 6,advancementZone,response_button_text,3125.370000023395,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1615396514652,10/03/2021 17:15:14,1615396516036,9,11/03/2021 02:15:16,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,15,Correct5,Zone3,response_button_text,684.2649999307469,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1615396518507,10/03/2021 17:15:18,1615396519422,9,11/03/2021 02:15:19,45332,3,task-hfth,,10831020,98abi0jx,3295911,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,1366x768,1366x624,,Natural_GradCAM,50,12,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,17,End of Training,Zone1,continue_keyboard,3358.4299999056384,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
