Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-imu3,branch-8jxl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,ANSWER2,train_conf2,train_conf3,ANSWER3,train_conf4,ANSWER4,train_conf5,ANSWER5,didyouknow,definition,sampleimages,SAMguessed,visualization,question,test,ShowProgressBar,image0,black_arrow,black_arrow3,black_arrow4,black_arrow2,arrow_beam,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
5,1614749007923,03/03/2021 05:23:27,1614749007852,-5,03/03/2021 00:23:27,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,1,1,4,Screen 4,advancementZone,continue_button,7974.820000003092,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1614749021486,03/03/2021 05:23:41,1614749021411,-5,03/03/2021 00:23:41,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,1,1,5,Screen 5,advancementZone,continue_button,13535.954999999376,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1614749037200,03/03/2021 05:23:57,1614749037135,-5,03/03/2021 00:23:57,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,2,1,1,Screen 1,advancementZone,continue_button,15325.870000000577,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1614749078986,03/03/2021 05:24:38,1614749078922,-5,03/03/2021 00:24:38,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,2,1,2,Imagenet,advancementZone,continue_button,41747.25500000204,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1614749125241,03/03/2021 05:25:25,1614749125191,-5,03/03/2021 00:25:25,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,2,1,3,Screen 2,advancementZone,continue_button,46240.14999999781,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1614749151152,03/03/2021 05:25:51,1614749151020,-5,03/03/2021 00:25:51,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,2,1,4,Screen 3,advancementZone,continue_button,25801.039999998466,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1614749158101,03/03/2021 05:25:58,1614749157997,-5,03/03/2021 00:25:57,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,2,1,5,Screen 4,advancementZone,continue_button,6946.395000006305,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1614749170273,03/03/2021 05:26:10,1614749170206,-5,03/03/2021 00:26:10,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,1,Screen 1,Zone1,continue_keyboard,12020.505000000412,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1614749205893,03/03/2021 05:26:45,1614749205742,-5,03/03/2021 00:26:45,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,2,Screen 2,advancementZone,response_button_text,35493.435000003956,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1614749210060,03/03/2021 05:26:50,1614749209987,-5,03/03/2021 00:26:49,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,3,Correct1,Zone3,response_button_text,4186.375000004773,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1614749228064,03/03/2021 05:27:08,1614749227994,-5,03/03/2021 00:27:07,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,5,Screen 3,Zone5,response_button_text,17965.8350000027,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1614749234150,03/03/2021 05:27:14,1614749234042,-5,03/03/2021 00:27:14,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,6,Correct2,Zone3,response_button_text,5994.189999997616,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1614749253387,03/03/2021 05:27:33,1614749253313,-5,03/03/2021 00:27:33,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,8,Screen 4,advancementZone,response_button_text,19230.255000002217,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1614749262998,03/03/2021 05:27:42,1614749262944,-5,03/03/2021 00:27:42,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,9,Correct3,Zone3,response_button_text,9576.195000001462,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1614749290328,03/03/2021 05:28:10,1614749290263,-5,03/03/2021 00:28:10,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,11,Screen 5,Zone5,response_button_text,27270.070000005944,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1614749293619,03/03/2021 05:28:13,1614749293551,-5,03/03/2021 00:28:13,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,12,Correct4,Zone3,response_button_text,3233.7249999982305,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1614749301989,03/03/2021 05:28:21,1614749301926,-5,03/03/2021 00:28:21,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,14,Screen 6,advancementZone,response_button_text,8334.439999998722,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1614749305581,03/03/2021 05:28:25,1614749305526,-5,03/03/2021 00:28:25,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,15,Correct5,Zone3,response_button_text,3553.2050000038,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1614749309273,03/03/2021 05:28:29,1614749309219,-5,03/03/2021 00:28:29,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,3,1,17,End of Training,Zone1,continue_keyboard,3658.950000004552,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1614749331520,03/03/2021 05:28:51,1614749331454,-5,03/03/2021 00:28:51,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,4,1,1,Screen 1,Zone1,continue_keyboard,22116.150000001653,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1614749355864,03/03/2021 05:29:15,1614749355795,-5,03/03/2021 00:29:15,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,4,1,2,Screen 2,Zone1,continue_button,24299.659999996948,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1614749365250,03/03/2021 05:29:25,1614749365181,-5,03/03/2021 00:29:25,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,5,1,1,Screen 1,buttonA,response_button_text,9281.275000001187,,,Yes,1,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,# Have you ever seen a **bannister** before?,"<h3 style=""text-align: center""> <strong>bannister</strong>: a railing at the side of a staircase or balcony to prevent people from falling</h3>",n02788148.jpeg,# Sam guessed this is **20% bannister**,n02788148_n03110669_29953_n03110669_20.jpeg,# Is this **bannister**?,,1,,,,,,,,,,,,,,,,,,,,,,,n02788148_n03110669_29953_n03110669_20.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1614749387131,03/03/2021 05:29:47,1614749387068,-5,03/03/2021 00:29:47,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,5,1,2,Screen 2,advancementZone,continue_button,21848.144999996293,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,# Have you ever seen a **bannister** before?,"<h3 style=""text-align: center""> <strong>bannister</strong>: a railing at the side of a staircase or balcony to prevent people from falling</h3>",n02788148.jpeg,# Sam guessed this is **20% bannister**,n02788148_n03110669_29953_n03110669_20.jpeg,# Is this **bannister**?,,1,,,,,,,,,,,,,,,,,,,,,,,n02788148_n03110669_29953_n03110669_20.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1614749396077,03/03/2021 05:29:56,1614749396003,-5,03/03/2021 00:29:56,37087,30,task-hd4d,,10563064,5e86c11942701c2ffda5d113,3214770,,complete,,603f1c8c8a7c5c022cbb5d0c,computer,Desktop or Laptop,Linux i686,Chrome 88.0.4324.182,1280x1024,1280x871,,Natural_SOD_Val,3,SOD,,,,7,,Qualified,,Input,Input,5,1,3,Screen 3,Zone5,response_button_text,8890.889999995125,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,# Have you ever seen a **bannister** before?,"<h3 style=""text-align: center""> <strong>bannister</strong>: a railing at the side of a staircase or balcony to prevent people from falling</h3>",n02788148.jpeg,# Sam guessed this is **20% bannister**,n02788148_n03110669_29953_n03110669_20.jpeg,# Is this **bannister**?,,1,,,,,,,,,,,,,,,,,,,,,,,n02788148_n03110669_29953_n03110669_20.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
