Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-imu3,branch-8jxl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,ANSWER2,train_conf2,train_conf3,ANSWER3,train_conf4,ANSWER4,train_conf5,ANSWER5,didyouknow,definition,sampleimages,SAMguessed,visualization,question,test,ShowProgressBar,image0,black_arrow,black_arrow3,black_arrow4,black_arrow2,arrow_beam,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
1,1614748820501,03/03/2021 05:20:20,1614748820390,-5,03/03/2021 00:20:20,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1614748851893,03/03/2021 05:20:51,1614748851815,-5,03/03/2021 00:20:51,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,1,1,1,Screen 1,advancementZone,continue_button,29953.340000000026,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1614748867402,03/03/2021 05:21:07,1614748867331,-5,03/03/2021 00:21:07,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,1,1,2,Screen 2,advancementZone,continue_button,15510.874999999942,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1614748885018,03/03/2021 05:21:25,1614748884898,-5,03/03/2021 00:21:24,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,1,1,3,Screen 3,advancementZone,continue_button,17562.455000002956,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1614748889786,03/03/2021 05:21:29,1614748889718,-5,03/03/2021 00:21:29,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,1,1,4,Screen 4,advancementZone,continue_button,4814.155000000028,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1614748895775,03/03/2021 05:21:35,1614748895649,-5,03/03/2021 00:21:35,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,1,1,5,Screen 5,advancementZone,continue_button,5926.279999999679,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1614748904175,03/03/2021 05:21:44,1614748904092,-5,03/03/2021 00:21:44,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,2,1,1,Screen 1,advancementZone,continue_button,8377.93000000238,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1614748921441,03/03/2021 05:22:01,1614748921362,-5,03/03/2021 00:22:01,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,2,1,2,Imagenet,advancementZone,continue_button,17262.69499999762,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1614748940849,03/03/2021 05:22:20,1614748940789,-5,03/03/2021 00:22:20,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,2,1,3,Screen 2,advancementZone,continue_button,19421.525000001566,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1614748960579,03/03/2021 05:22:40,1614748960013,-5,03/03/2021 00:22:40,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,2,1,4,Screen 3,advancementZone,continue_button,19217.805000000226,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1614748962917,03/03/2021 05:22:42,1614748962842,-5,03/03/2021 00:22:42,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,2,1,5,Screen 4,advancementZone,continue_button,2823.5550000026706,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1614748971575,03/03/2021 05:22:51,1614748971513,-5,03/03/2021 00:22:51,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,1,Screen 1,Zone1,continue_keyboard,8638.05499999944,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1614748986252,03/03/2021 05:23:06,1614748986178,-5,03/03/2021 00:23:06,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,2,Screen 2,advancementZone,response_button_text,14655.860000002576,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1614748988816,03/03/2021 05:23:08,1614748988745,-5,03/03/2021 00:23:08,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,3,Correct1,Zone3,response_button_text,2555.789999998524,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1614748995914,03/03/2021 05:23:15,1614748995845,-5,03/03/2021 00:23:15,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,5,Screen 3,Zone5,response_button_text,7090.605000001233,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1614748998641,03/03/2021 05:23:18,1614748998587,-5,03/03/2021 00:23:18,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,6,Correct2,Zone3,response_button_text,2731.2650000021677,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1614749010355,03/03/2021 05:23:30,1614749010295,-5,03/03/2021 00:23:30,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,8,Screen 4,advancementZone,response_button_text,11699.649999998655,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1614749012823,03/03/2021 05:23:32,1614749012752,-5,03/03/2021 00:23:32,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,9,Correct3,Zone3,response_button_text,2447.4950000003446,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1614749021189,03/03/2021 05:23:41,1614749021118,-5,03/03/2021 00:23:41,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,11,Screen 5,Zone5,response_button_text,8356.27999999997,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1614749024352,03/03/2021 05:23:44,1614749024294,-5,03/03/2021 00:23:44,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,12,Correct4,Zone3,response_button_text,3166.3149999985762,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1614749030175,03/03/2021 05:23:50,1614749030106,-5,03/03/2021 00:23:50,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,14,Screen 6,advancementZone,response_button_text,5803.664999999455,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1614749032027,03/03/2021 05:23:52,1614749031869,-5,03/03/2021 00:23:51,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,15,Correct5,Zone3,response_button_text,1753.4799999993993,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1614749034936,03/03/2021 05:23:54,1614749034877,-5,03/03/2021 00:23:54,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,3,1,17,End of Training,Zone1,continue_keyboard,2999.3000000031316,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1614749048261,03/03/2021 05:24:08,1614749048188,-5,03/03/2021 00:24:08,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,4,1,1,Screen 1,Zone1,continue_keyboard,13295.48000000068,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1614749060398,03/03/2021 05:24:20,1614749060015,-5,03/03/2021 00:24:20,37087,30,task-hd4d,,10563051,5f483710cb08012f80d41359,3214711,,complete,,603f1c7f1e9e5eec8179b29d,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1270,,Natural_SOD_Val,3,SOD,,,,13,,Qualified,,Input,Input,4,1,2,Screen 2,Zone1,continue_button,11818.194999999832,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
