Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,Randomise questionnaire elements?,Question Key,Response
2,1614183744950,24/02/2021 16:22:24,1614183745739,-5,24/02/2021 11:22:25,38788,18,questionnaire-9g37,,10337220,603481d385a4ce2992991524,3144708,,complete,,60367d26758564162abcffdb,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,1280x800,1280x630,,Generic Consent,1,SOD,,,,15,,No,ConsentFlag,1
3,1614183745106,24/02/2021 16:22:25,1614183745742,-5,24/02/2021 11:22:25,38788,18,questionnaire-9g37,,10337220,603481d385a4ce2992991524,3144708,,complete,,60367d26758564162abcffdb,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,1280x800,1280x630,,Generic Consent,1,SOD,,,,15,,No,END QUESTIONNAIRE,13624
1,1614183832190,24/02/2021 16:23:52,1614183831803,0,24/02/2021 16:23:51,38788,18,questionnaire-9g37,,10337349,5eeca5684d261e029dc822e2,3144731,,complete,,60367d8ed92769fb90f64648,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x937,,Generic Consent,1,EP,,,6,,,No,BEGIN QUESTIONNAIRE,
2,1614183835893,24/02/2021 16:23:55,1614183835504,0,24/02/2021 16:23:55,38788,18,questionnaire-9g37,,10337349,5eeca5684d261e029dc822e2,3144731,,complete,,60367d8ed92769fb90f64648,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x937,,Generic Consent,1,EP,,,6,,,No,ConsentFlag,1
3,1614183835981,24/02/2021 16:23:55,1614183835505,0,24/02/2021 16:23:55,38788,18,questionnaire-9g37,,10337349,5eeca5684d261e029dc822e2,3144731,,complete,,60367d8ed92769fb90f64648,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x937,,Generic Consent,1,EP,,,6,,,No,END QUESTIONNAIRE,3703
1,1614184228239,24/02/2021 16:30:28,1614184313656,1,24/02/2021 17:31:53,38788,18,questionnaire-9g37,,10337779,602f94255bae50c9dbc7fd4b,3144834,,complete,,60367edef0b4f062d397675c,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.100,1024x768,1024x625,,Generic Consent,1,GradCAM,,11,,,,No,BEGIN QUESTIONNAIRE,
2,1614184230606,24/02/2021 16:30:30,1614184316095,1,24/02/2021 17:31:56,38788,18,questionnaire-9g37,,10337779,602f94255bae50c9dbc7fd4b,3144834,,complete,,60367edef0b4f062d397675c,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.100,1024x768,1024x625,,Generic Consent,1,GradCAM,,11,,,,No,ConsentFlag,1
3,1614184230769,24/02/2021 16:30:30,1614184316098,1,24/02/2021 17:31:56,38788,18,questionnaire-9g37,,10337779,602f94255bae50c9dbc7fd4b,3144834,,complete,,60367edef0b4f062d397675c,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.100,1024x768,1024x625,,Generic Consent,1,GradCAM,,11,,,,No,END QUESTIONNAIRE,2442
1,1614184253234,24/02/2021 16:30:53,1614184251571,0,24/02/2021 16:30:51,38788,18,questionnaire-9g37,,10337805,5c519ec789254700019f7934,3144843,,complete,,60367f21af118241333e1ad5,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,7,No,BEGIN QUESTIONNAIRE,
2,1614184266785,24/02/2021 16:31:06,1614184265023,0,24/02/2021 16:31:05,38788,18,questionnaire-9g37,,10337805,5c519ec789254700019f7934,3144843,,complete,,60367f21af118241333e1ad5,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,7,No,ConsentFlag,1
3,1614184266941,24/02/2021 16:31:06,1614184265026,0,24/02/2021 16:31:05,38788,18,questionnaire-9g37,,10337805,5c519ec789254700019f7934,3144843,,complete,,60367f21af118241333e1ad5,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,7,No,END QUESTIONNAIRE,13456
1,1614184271752,24/02/2021 16:31:11,1614184272086,0,24/02/2021 16:31:12,38788,18,questionnaire-9g37,,10337829,5aff2de2a415960001f26f36,3144848,,complete,,60367f49c91ac1064097ca4d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x610,,Generic Consent,1,Conf,12,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184274046,24/02/2021 16:31:14,1614184274369,0,24/02/2021 16:31:14,38788,18,questionnaire-9g37,,10337829,5aff2de2a415960001f26f36,3144848,,complete,,60367f49c91ac1064097ca4d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x610,,Generic Consent,1,Conf,12,,,,,No,ConsentFlag,1
3,1614184274191,24/02/2021 16:31:14,1614184274370,0,24/02/2021 16:31:14,38788,18,questionnaire-9g37,,10337829,5aff2de2a415960001f26f36,3144848,,complete,,60367f49c91ac1064097ca4d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x610,,Generic Consent,1,Conf,12,,,,,No,END QUESTIONNAIRE,2284
1,1614184285787,24/02/2021 16:31:25,1614184285731,0,24/02/2021 16:31:25,38788,18,questionnaire-9g37,,10337849,5ea49f58c04d810c7ba08a92,3144853,,complete,,60367f52a62a461492df3e73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,EP,,,5,,,No,BEGIN QUESTIONNAIRE,
2,1614184292217,24/02/2021 16:31:32,1614184292184,0,24/02/2021 16:31:32,38788,18,questionnaire-9g37,,10337849,5ea49f58c04d810c7ba08a92,3144853,,complete,,60367f52a62a461492df3e73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,EP,,,5,,,No,ConsentFlag,1
3,1614184292311,24/02/2021 16:31:32,1614184292186,0,24/02/2021 16:31:32,38788,18,questionnaire-9g37,,10337849,5ea49f58c04d810c7ba08a92,3144853,,complete,,60367f52a62a461492df3e73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,EP,,,5,,,No,END QUESTIONNAIRE,6456
1,1614184310264,24/02/2021 16:31:50,1614184311878,0,24/02/2021 16:31:51,38788,18,questionnaire-9g37,,10337875,57189a0cdd9ef10009de83fa,3144950,,complete,,60367f6bd734f11e364d0e77,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,Conf,6,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184314016,24/02/2021 16:31:54,1614184315642,0,24/02/2021 16:31:55,38788,18,questionnaire-9g37,,10337875,57189a0cdd9ef10009de83fa,3144950,,complete,,60367f6bd734f11e364d0e77,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,Conf,6,,,,,No,ConsentFlag,1
3,1614184314095,24/02/2021 16:31:54,1614184315645,0,24/02/2021 16:31:55,38788,18,questionnaire-9g37,,10337875,57189a0cdd9ef10009de83fa,3144950,,complete,,60367f6bd734f11e364d0e77,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,Conf,6,,,,,No,END QUESTIONNAIRE,3767
1,1614184332113,24/02/2021 16:32:12,1614184331206,0,24/02/2021 16:32:11,38788,18,questionnaire-9g37,,10337896,5f707733b09d41634461d2f2,3144959,,complete,,60367f849c4cfa78a0d27acf,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.182,1440x900,1078x638,,Generic Consent,1,NNs,,,,,6,No,BEGIN QUESTIONNAIRE,
2,1614184335849,24/02/2021 16:32:15,1614184334991,0,24/02/2021 16:32:14,38788,18,questionnaire-9g37,,10337896,5f707733b09d41634461d2f2,3144959,,complete,,60367f849c4cfa78a0d27acf,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.182,1440x900,1078x638,,Generic Consent,1,NNs,,,,,6,No,ConsentFlag,1
3,1614184335922,24/02/2021 16:32:15,1614184334992,0,24/02/2021 16:32:14,38788,18,questionnaire-9g37,,10337896,5f707733b09d41634461d2f2,3144959,,complete,,60367f849c4cfa78a0d27acf,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.182,1440x900,1078x638,,Generic Consent,1,NNs,,,,,6,No,END QUESTIONNAIRE,3786
1,1614184332083,24/02/2021 16:32:12,1614184332004,0,24/02/2021 16:32:12,38788,18,questionnaire-9g37,,10337897,5ef235108343cb06184dd669,3144960,,complete,,60367f853dac6c7ab82140c8,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 88.0.4324.150,1440x900,1252x729,,Generic Consent,1,SOD,,,,12,,No,BEGIN QUESTIONNAIRE,
2,1614184334420,24/02/2021 16:32:14,1614184334370,0,24/02/2021 16:32:14,38788,18,questionnaire-9g37,,10337897,5ef235108343cb06184dd669,3144960,,complete,,60367f853dac6c7ab82140c8,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 88.0.4324.150,1440x900,1252x729,,Generic Consent,1,SOD,,,,12,,No,ConsentFlag,1
3,1614184334520,24/02/2021 16:32:14,1614184334372,0,24/02/2021 16:32:14,38788,18,questionnaire-9g37,,10337897,5ef235108343cb06184dd669,3144960,,complete,,60367f853dac6c7ab82140c8,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 88.0.4324.150,1440x900,1252x729,,Generic Consent,1,SOD,,,,12,,No,END QUESTIONNAIRE,2368
1,1614184414280,24/02/2021 16:33:34,1614184415904,0,24/02/2021 16:33:35,38788,18,questionnaire-9g37,,10338005,5ed97291fac0cc510c9bb3f2,3144981,,complete,,60367fd5c1bd3e050a32606a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x578,,Generic Consent,1,GradCAM,,14,,,,No,BEGIN QUESTIONNAIRE,
2,1614184422546,24/02/2021 16:33:42,1614184424209,0,24/02/2021 16:33:44,38788,18,questionnaire-9g37,,10338005,5ed97291fac0cc510c9bb3f2,3144981,,complete,,60367fd5c1bd3e050a32606a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x578,,Generic Consent,1,GradCAM,,14,,,,No,ConsentFlag,1
3,1614184422624,24/02/2021 16:33:42,1614184424211,0,24/02/2021 16:33:44,38788,18,questionnaire-9g37,,10338005,5ed97291fac0cc510c9bb3f2,3144981,,complete,,60367fd5c1bd3e050a32606a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x578,,Generic Consent,1,GradCAM,,14,,,,No,END QUESTIONNAIRE,8307
1,1614184433242,24/02/2021 16:33:53,1614184434757,0,24/02/2021 16:33:54,38788,18,questionnaire-9g37,,10338030,5c09273b81c2ad00019d1dcc,3144987,,complete,,60367fe868268aef0321dcd8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,2560x1440,2560x1297,,Generic Consent,1,SOD,,,,1,,No,BEGIN QUESTIONNAIRE,
2,1614184439736,24/02/2021 16:33:59,1614184441276,0,24/02/2021 16:34:01,38788,18,questionnaire-9g37,,10338030,5c09273b81c2ad00019d1dcc,3144987,,complete,,60367fe868268aef0321dcd8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,2560x1440,2560x1297,,Generic Consent,1,SOD,,,,1,,No,ConsentFlag,1
3,1614184439802,24/02/2021 16:33:59,1614184441277,0,24/02/2021 16:34:01,38788,18,questionnaire-9g37,,10338030,5c09273b81c2ad00019d1dcc,3144987,,complete,,60367fe868268aef0321dcd8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,2560x1440,2560x1297,,Generic Consent,1,SOD,,,,1,,No,END QUESTIONNAIRE,6520
1,1614184438939,24/02/2021 16:33:58,1614184438774,-7,24/02/2021 09:33:58,38788,18,questionnaire-9g37,,10338034,5eaddac3d2eb7847e3ec8e8e,3144990,,complete,,60367feed64466945d6c50d3,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.192,2560x1440,1287x1304,,Generic Consent,1,Conf,2,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184451587,24/02/2021 16:34:11,1614184451417,-7,24/02/2021 09:34:11,38788,18,questionnaire-9g37,,10338034,5eaddac3d2eb7847e3ec8e8e,3144990,,complete,,60367feed64466945d6c50d3,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.192,2560x1440,1287x1304,,Generic Consent,1,Conf,2,,,,,No,ConsentFlag,1
3,1614184451775,24/02/2021 16:34:11,1614184451418,-7,24/02/2021 09:34:11,38788,18,questionnaire-9g37,,10338034,5eaddac3d2eb7847e3ec8e8e,3144990,,complete,,60367feed64466945d6c50d3,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.192,2560x1440,1287x1304,,Generic Consent,1,Conf,2,,,,,No,END QUESTIONNAIRE,12644
1,1614184446441,24/02/2021 16:34:06,1614184448085,-7,24/02/2021 09:34:08,38788,18,questionnaire-9g37,,10338040,5ee3f8e4f8b4750deab84dc3,3144993,,complete,,60367fef279f309da90b1ccc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 88.0.4324.96,1280x800,997x650,,Generic Consent,1,GradCAM,,10,,,,No,BEGIN QUESTIONNAIRE,
2,1614184451040,24/02/2021 16:34:11,1614184452721,-7,24/02/2021 09:34:12,38788,18,questionnaire-9g37,,10338040,5ee3f8e4f8b4750deab84dc3,3144993,,complete,,60367fef279f309da90b1ccc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 88.0.4324.96,1280x800,997x650,,Generic Consent,1,GradCAM,,10,,,,No,ConsentFlag,1
3,1614184451728,24/02/2021 16:34:11,1614184452722,-7,24/02/2021 09:34:12,38788,18,questionnaire-9g37,,10338040,5ee3f8e4f8b4750deab84dc3,3144993,,complete,,60367fef279f309da90b1ccc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 88.0.4324.96,1280x800,997x650,,Generic Consent,1,GradCAM,,10,,,,No,END QUESTIONNAIRE,4637
1,1614184485996,24/02/2021 16:34:45,1614184485874,0,24/02/2021 16:34:45,38788,18,questionnaire-9g37,,10338089,5b605c4e2696a70001eeef36,3145008,,complete,,603680198fe200f851e5db0b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,EP,,,8,,,No,BEGIN QUESTIONNAIRE,
2,1614184489465,24/02/2021 16:34:49,1614184489423,0,24/02/2021 16:34:49,38788,18,questionnaire-9g37,,10338089,5b605c4e2696a70001eeef36,3145008,,complete,,603680198fe200f851e5db0b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,EP,,,8,,,No,ConsentFlag,1
3,1614184489574,24/02/2021 16:34:49,1614184489424,0,24/02/2021 16:34:49,38788,18,questionnaire-9g37,,10338089,5b605c4e2696a70001eeef36,3145008,,complete,,603680198fe200f851e5db0b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,EP,,,8,,,No,END QUESTIONNAIRE,3550
1,1614184512935,24/02/2021 16:35:12,1614184512708,2,24/02/2021 18:35:12,38788,18,questionnaire-9g37,,10338107,5f11e7c45f0aa10d57a758ae,3145012,,complete,,6036801ef9d8775e20ab5a28,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,Conf,10,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184516488,24/02/2021 16:35:16,1614184516216,2,24/02/2021 18:35:16,38788,18,questionnaire-9g37,,10338107,5f11e7c45f0aa10d57a758ae,3145012,,complete,,6036801ef9d8775e20ab5a28,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,Conf,10,,,,,No,ConsentFlag,1
3,1614184516783,24/02/2021 16:35:16,1614184516218,2,24/02/2021 18:35:16,38788,18,questionnaire-9g37,,10338107,5f11e7c45f0aa10d57a758ae,3145012,,complete,,6036801ef9d8775e20ab5a28,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,Conf,10,,,,,No,END QUESTIONNAIRE,3510
1,1614184526870,24/02/2021 16:35:26,1614184526774,0,24/02/2021 16:35:26,38788,18,questionnaire-9g37,,10338130,5efbc6d2c1afc617b36fdd7d,3145056,,complete,,60368046e7b7445bf045aeb9,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,GradCAM,,12,,,,No,BEGIN QUESTIONNAIRE,
2,1614184529180,24/02/2021 16:35:29,1614184529119,0,24/02/2021 16:35:29,38788,18,questionnaire-9g37,,10338130,5efbc6d2c1afc617b36fdd7d,3145056,,complete,,60368046e7b7445bf045aeb9,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,GradCAM,,12,,,,No,ConsentFlag,1
3,1614184529272,24/02/2021 16:35:29,1614184529121,0,24/02/2021 16:35:29,38788,18,questionnaire-9g37,,10338130,5efbc6d2c1afc617b36fdd7d,3145056,,complete,,60368046e7b7445bf045aeb9,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,GradCAM,,12,,,,No,END QUESTIONNAIRE,2347
1,1614184541476,24/02/2021 16:35:41,1614184539677,-5,24/02/2021 11:35:39,38788,18,questionnaire-9g37,,10338151,5eeede4c6ee5493a05b26967,3145058,,complete,,603680547094a6694080ac25,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.192,1280x800,1280x590,,Generic Consent,1,SOD,,,,4,,No,BEGIN QUESTIONNAIRE,
2,1614184542703,24/02/2021 16:35:42,1614184541091,-5,24/02/2021 11:35:41,38788,18,questionnaire-9g37,,10338151,5eeede4c6ee5493a05b26967,3145058,,complete,,603680547094a6694080ac25,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.192,1280x800,1280x590,,Generic Consent,1,SOD,,,,4,,No,ConsentFlag,1
3,1614184542860,24/02/2021 16:35:42,1614184541093,-5,24/02/2021 11:35:41,38788,18,questionnaire-9g37,,10338151,5eeede4c6ee5493a05b26967,3145058,,complete,,603680547094a6694080ac25,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.192,1280x800,1280x590,,Generic Consent,1,SOD,,,,4,,No,END QUESTIONNAIRE,1416
1,1614184608182,24/02/2021 16:36:48,1614184607963,0,24/02/2021 16:36:47,38788,18,questionnaire-9g37,,10338231,5d1bc78f79ca6c00011afbe5,3145078,,complete,,6036801f58404ce63d54a6c7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1366x768,1366x657,,Generic Consent,1,Conf,9,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184624186,24/02/2021 16:37:04,1614184623982,0,24/02/2021 16:37:03,38788,18,questionnaire-9g37,,10338231,5d1bc78f79ca6c00011afbe5,3145078,,complete,,6036801f58404ce63d54a6c7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1366x768,1366x657,,Generic Consent,1,Conf,9,,,,,No,ConsentFlag,1
3,1614184624405,24/02/2021 16:37:04,1614184623987,0,24/02/2021 16:37:03,38788,18,questionnaire-9g37,,10338231,5d1bc78f79ca6c00011afbe5,3145078,,complete,,6036801f58404ce63d54a6c7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1366x768,1366x657,,Generic Consent,1,Conf,9,,,,,No,END QUESTIONNAIRE,16026
1,1614184641545,24/02/2021 16:37:21,1614184641039,0,24/02/2021 16:37:21,38788,18,questionnaire-9g37,,10338282,5ce3de71c536f5000110529e,3145091,,complete,,603680ba9c4cfa78a0d27ad7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,15,,,,No,BEGIN QUESTIONNAIRE,
2,1614184646884,24/02/2021 16:37:26,1614184646322,0,24/02/2021 16:37:26,38788,18,questionnaire-9g37,,10338282,5ce3de71c536f5000110529e,3145091,,complete,,603680ba9c4cfa78a0d27ad7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,15,,,,No,ConsentFlag,1
3,1614184647044,24/02/2021 16:37:27,1614184646324,0,24/02/2021 16:37:26,38788,18,questionnaire-9g37,,10338282,5ce3de71c536f5000110529e,3145091,,complete,,603680ba9c4cfa78a0d27ad7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,15,,,,No,END QUESTIONNAIRE,5285
1,1614184652418,24/02/2021 16:37:32,1614184654072,0,24/02/2021 16:37:34,38788,18,questionnaire-9g37,,10338301,594b80f264c25300013deb95,3145097,,complete,,603680367f7596bb25d59814,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1350x640,,Generic Consent,1,SOD,,,,7,,No,BEGIN QUESTIONNAIRE,
2,1614184656706,24/02/2021 16:37:36,1614184658415,0,24/02/2021 16:37:38,38788,18,questionnaire-9g37,,10338301,594b80f264c25300013deb95,3145097,,complete,,603680367f7596bb25d59814,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1350x640,,Generic Consent,1,SOD,,,,7,,No,ConsentFlag,1
3,1614184656830,24/02/2021 16:37:36,1614184658417,0,24/02/2021 16:37:38,38788,18,questionnaire-9g37,,10338301,594b80f264c25300013deb95,3145097,,complete,,603680367f7596bb25d59814,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1350x640,,Generic Consent,1,SOD,,,,7,,No,END QUESTIONNAIRE,4345
1,1614184786287,24/02/2021 16:39:46,1614184786218,0,24/02/2021 16:39:46,38788,18,questionnaire-9g37,,10338483,5dd55237ed7ea44e8d4e0398,3145141,,complete,,60368142de8408057bd560c8,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1329,,Generic Consent,1,Conf,8,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184794022,24/02/2021 16:39:54,1614184793973,0,24/02/2021 16:39:53,38788,18,questionnaire-9g37,,10338483,5dd55237ed7ea44e8d4e0398,3145141,,complete,,60368142de8408057bd560c8,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1329,,Generic Consent,1,Conf,8,,,,,No,ConsentFlag,1
3,1614184794075,24/02/2021 16:39:54,1614184793975,0,24/02/2021 16:39:53,38788,18,questionnaire-9g37,,10338483,5dd55237ed7ea44e8d4e0398,3145141,,complete,,60368142de8408057bd560c8,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.192,2560x1440,2560x1329,,Generic Consent,1,Conf,8,,,,,No,END QUESTIONNAIRE,7758
