Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,counterbalance-ao9d,Spreadsheet,didyouknow,definition,sampleimages,question,SAMguessed,visualization,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,ANSWER2,train_conf2,train_conf3,ANSWER3,train_conf4,ANSWER4,train_conf5,ANSWER5,didyouknow,definition,sampleimages,SAMguessed,visualization,question,test,ShowProgressBar,image0,black_arrow,black_arrow3,black_arrow4,black_arrow2,arrow_beam,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
146,1615836086374,15/03/2021 19:21:26,1615836086468,-5,15/03/2021 14:21:26,45279,3,task-twi6,,11002512,au012,3346228,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,2048x1152,2048x1010,,Natural_NNs,42,3,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,45,1,1,Screen 1,advancementZone,continue_button,1181.2050000298768,,,,,0,1,0,,,,,,Debrief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1615836086589,15/03/2021 19:21:26,1615836086471,-5,15/03/2021 14:21:26,45279,3,task-twi6,,11002512,au012,3346228,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.82,2048x1152,2048x1010,,Natural_NNs,42,3,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},,,END TASK,,,,,562779,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1615848812385,15/03/2021 22:53:32,1615848812261,-5,15/03/2021 17:53:32,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1615848815038,15/03/2021 22:53:35,1615848814965,-5,15/03/2021 17:53:34,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,1,1,1,Screen 1,advancementZone,continue_button,1442.074999999022,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1615848816849,15/03/2021 22:53:36,1615848816787,-5,15/03/2021 17:53:36,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,1,1,2,Screen 2,advancementZone,continue_button,1815.3300000049057,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1615848817615,15/03/2021 22:53:37,1615848817549,-5,15/03/2021 17:53:37,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,1,1,3,Screen 3,advancementZone,continue_button,755.8649999991758,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1615848818058,15/03/2021 22:53:38,1615848817970,-5,15/03/2021 17:53:37,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,1,1,4,Screen 4,advancementZone,continue_button,415.24000000208616,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1615848818479,15/03/2021 22:53:38,1615848818399,-5,15/03/2021 17:53:38,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,1,1,5,Screen 5,advancementZone,continue_button,423.5100000005332,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1615848819897,15/03/2021 22:53:39,1615848819832,-5,15/03/2021 17:53:39,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,1,Screen 1,advancementZone,continue_button,1371.8349999981,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1615848820788,15/03/2021 22:53:40,1615848820721,-5,15/03/2021 17:53:40,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,2,Imagenet,advancementZone,continue_button,879.9250000010943,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1615848821897,15/03/2021 22:53:41,1615848821823,-5,15/03/2021 17:53:41,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,3,Screen 2,advancementZone,continue_button,1095.965000000433,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1615848822447,15/03/2021 22:53:42,1615848822381,-5,15/03/2021 17:53:42,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,4,Screen 3,advancementZone,continue_button,551.964999998745,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1615848823945,15/03/2021 22:53:43,1615848823884,-5,15/03/2021 17:53:43,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,2,1,5,Screen 4,advancementZone,continue_button,1497.784999999567,,,,,0,1,0,,,,,,Introduction,Previous,,,,,natural_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1615848826303,15/03/2021 22:53:46,1615848826181,-5,15/03/2021 17:53:46,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,1,Screen 1,Zone1,continue_keyboard,2274.380000002566,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1615848829244,15/03/2021 22:53:49,1615848829169,-5,15/03/2021 17:53:49,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,2,Screen 2,advancementZone,response_button_text,2979.554999998072,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1615848830548,15/03/2021 22:53:50,1615848830474,-5,15/03/2021 17:53:50,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,3,Correct1,Zone3,response_button_text,1293.2699999946635,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1615848836150,15/03/2021 22:53:56,1615848836085,-5,15/03/2021 17:53:56,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,5,Screen 3,Zone5,response_button_text,5602.599999998347,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1615848838082,15/03/2021 22:53:58,1615848838006,-5,15/03/2021 17:53:58,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,6,Correct2,Zone3,response_button_text,1909.4900000054622,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1615848840579,15/03/2021 22:54:00,1615848840444,-5,15/03/2021 17:54:00,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,8,Screen 4,advancementZone,response_button_text,2428.619999998773,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1615848841619,15/03/2021 22:54:01,1615848841555,-5,15/03/2021 17:54:01,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,9,Correct3,Zone3,response_button_text,1100.1199999955134,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1615848844755,15/03/2021 22:54:04,1615848844699,-5,15/03/2021 17:54:04,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,11,Screen 5,Zone5,response_button_text,3134.7850000020117,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1615848845679,15/03/2021 22:54:05,1615848845615,-5,15/03/2021 17:54:05,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,12,Correct4,Zone3,response_button_text,904.8649999967893,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1615848848136,15/03/2021 22:54:08,1615848847941,-5,15/03/2021 17:54:07,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,14,Screen 6,advancementZone,response_button_text,2317.4250000010943,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1615848848816,15/03/2021 22:54:08,1615848848743,-5,15/03/2021 17:54:08,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,15,Correct5,Zone3,response_button_text,791.6249999980209,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1615848849693,15/03/2021 22:54:09,1615848849616,-5,15/03/2021 17:54:09,45279,3,task-twi6,,11008980,4ycywbcy,3349539,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1680x1050,1680x914,,Natural_NNs,42,6,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,3,1,17,End of Training,Zone1,continue_keyboard,865.6800000026124,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,balloon_43_balloon.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,No,pillow_8_laptop.jpeg,banana_79_banana.jpeg,Yes,lemon_92_ping-pong ball.jpeg,No,chain saw_99_chain saw.jpeg,Yes,,,,,,,,,,black_arrow1.jpg,black_arrow3.jpg,black_arrow4.jpg,black_arrow2.JPG,arrow_beam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
