Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,Randomise questionnaire elements?,Question Key,Response
3,1614184556507,24/02/2021 16:35:56,1614184555599,0,24/02/2021 16:35:55,37087,25,questionnaire-9g37,,10338159,5cd72bfdb3ea230019f84106,3145061,,complete,,6036805bd2bb853fbab0f20c,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Generic Consent,1,GradCAM,,12,,,,No,END QUESTIONNAIRE,6240
1,1614184575753,24/02/2021 16:36:15,1614184575612,-6,24/02/2021 10:36:15,37087,25,questionnaire-9g37,,10338187,5dd43c63390fb6428d4974f0,3145068,,complete,,6036805d082e3dedb8238eaf,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,Conf,11,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184581043,24/02/2021 16:36:21,1614184580438,-6,24/02/2021 10:36:20,37087,25,questionnaire-9g37,,10338187,5dd43c63390fb6428d4974f0,3145068,,complete,,6036805d082e3dedb8238eaf,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,Conf,11,,,,,No,ConsentFlag,1
3,1614184581184,24/02/2021 16:36:21,1614184580439,-6,24/02/2021 10:36:20,37087,25,questionnaire-9g37,,10338187,5dd43c63390fb6428d4974f0,3145068,,complete,,6036805d082e3dedb8238eaf,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,Conf,11,,,,,No,END QUESTIONNAIRE,4827
1,1614184588967,24/02/2021 16:36:28,1614184588013,11,25/02/2021 03:36:28,37087,25,questionnaire-9g37,,10338210,5ccc63b092a76100011fd713,3145072,,complete,,60368079d68970cfb18e5b60,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x975,,Generic Consent,1,SOD,,,,14,,No,BEGIN QUESTIONNAIRE,
2,1614184604104,24/02/2021 16:36:44,1614184603199,11,25/02/2021 03:36:43,37087,25,questionnaire-9g37,,10338210,5ccc63b092a76100011fd713,3145072,,complete,,60368079d68970cfb18e5b60,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x975,,Generic Consent,1,SOD,,,,14,,No,ConsentFlag,1
3,1614184604400,24/02/2021 16:36:44,1614184603200,11,25/02/2021 03:36:43,37087,25,questionnaire-9g37,,10338210,5ccc63b092a76100011fd713,3145072,,complete,,60368079d68970cfb18e5b60,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x975,,Generic Consent,1,SOD,,,,14,,No,END QUESTIONNAIRE,15187
1,1614184594691,24/02/2021 16:36:34,1614184594498,0,24/02/2021 16:36:34,37087,25,questionnaire-9g37,,10338217,5e21c6434238bd000bcff4a3,3145075,,complete,,603680878fe200f851e5db0d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,EP,,,13,,,No,BEGIN QUESTIONNAIRE,
2,1614184602916,24/02/2021 16:36:42,1614184602741,0,24/02/2021 16:36:42,37087,25,questionnaire-9g37,,10338217,5e21c6434238bd000bcff4a3,3145075,,complete,,603680878fe200f851e5db0d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,EP,,,13,,,No,ConsentFlag,1
3,1614184602979,24/02/2021 16:36:42,1614184602742,0,24/02/2021 16:36:42,37087,25,questionnaire-9g37,,10338217,5e21c6434238bd000bcff4a3,3145075,,complete,,603680878fe200f851e5db0d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,EP,,,13,,,No,END QUESTIONNAIRE,8244
1,1614184615883,24/02/2021 16:36:55,1614184615900,0,24/02/2021 16:36:55,37087,25,questionnaire-9g37,,10338246,5c0a8db9394f8e00016e5302,3145081,,complete,,603680a23402e9b613b1e8ea,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x912,,Generic Consent,1,Conf,8,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184619141,24/02/2021 16:36:59,1614184619180,0,24/02/2021 16:36:59,37087,25,questionnaire-9g37,,10338246,5c0a8db9394f8e00016e5302,3145081,,complete,,603680a23402e9b613b1e8ea,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x912,,Generic Consent,1,Conf,8,,,,,No,ConsentFlag,1
3,1614184619204,24/02/2021 16:36:59,1614184619181,0,24/02/2021 16:36:59,37087,25,questionnaire-9g37,,10338246,5c0a8db9394f8e00016e5302,3145081,,complete,,603680a23402e9b613b1e8ea,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x912,,Generic Consent,1,Conf,8,,,,,No,END QUESTIONNAIRE,3281
1,1614184633871,24/02/2021 16:37:13,1614184634794,0,24/02/2021 16:37:14,37087,25,questionnaire-9g37,,10338270,5e57a93712530a1532ce692a,3145087,,complete,,603680b1a0cd975a2860aa94,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1600x900,1600x757,,Generic Consent,1,SOD,,,,8,,No,BEGIN QUESTIONNAIRE,
2,1614184639746,24/02/2021 16:37:19,1614184640553,0,24/02/2021 16:37:20,37087,25,questionnaire-9g37,,10338270,5e57a93712530a1532ce692a,3145087,,complete,,603680b1a0cd975a2860aa94,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1600x900,1600x757,,Generic Consent,1,SOD,,,,8,,No,ConsentFlag,1
3,1614184639870,24/02/2021 16:37:19,1614184640556,0,24/02/2021 16:37:20,37087,25,questionnaire-9g37,,10338270,5e57a93712530a1532ce692a,3145087,,complete,,603680b1a0cd975a2860aa94,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1600x900,1600x757,,Generic Consent,1,SOD,,,,8,,No,END QUESTIONNAIRE,5762
1,1614184647009,24/02/2021 16:37:27,1614184646102,0,24/02/2021 16:37:26,37087,25,questionnaire-9g37,,10338291,5ff7a5fa2282954af41f5b8c,3145094,,complete,,603680b964ac2fac0ae0b1d3,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x657,,Generic Consent,1,GradCAM,,13,,,,No,BEGIN QUESTIONNAIRE,
2,1614184651434,24/02/2021 16:37:31,1614184650459,0,24/02/2021 16:37:30,37087,25,questionnaire-9g37,,10338291,5ff7a5fa2282954af41f5b8c,3145094,,complete,,603680b964ac2fac0ae0b1d3,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x657,,Generic Consent,1,GradCAM,,13,,,,No,ConsentFlag,1
3,1614184651538,24/02/2021 16:37:31,1614184650460,0,24/02/2021 16:37:30,37087,25,questionnaire-9g37,,10338291,5ff7a5fa2282954af41f5b8c,3145094,,complete,,603680b964ac2fac0ae0b1d3,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x657,,Generic Consent,1,GradCAM,,13,,,,No,END QUESTIONNAIRE,4358
1,1614184659066,24/02/2021 16:37:39,1614184659046,0,24/02/2021 16:37:39,37087,25,questionnaire-9g37,,10338308,5ef77e1ecf5fa4499c13bfbf,3145098,,complete,,603680765ce4ee8ca6b6775b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x731,,Generic Consent,1,EP,,,10,,,No,BEGIN QUESTIONNAIRE,
2,1614184666322,24/02/2021 16:37:46,1614184666588,0,24/02/2021 16:37:46,37087,25,questionnaire-9g37,,10338308,5ef77e1ecf5fa4499c13bfbf,3145098,,complete,,603680765ce4ee8ca6b6775b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x731,,Generic Consent,1,EP,,,10,,,No,ConsentFlag,1
3,1614184666510,24/02/2021 16:37:46,1614184666590,0,24/02/2021 16:37:46,37087,25,questionnaire-9g37,,10338308,5ef77e1ecf5fa4499c13bfbf,3145098,,complete,,603680765ce4ee8ca6b6775b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x731,,Generic Consent,1,EP,,,10,,,No,END QUESTIONNAIRE,7544
1,1614184676702,24/02/2021 16:37:56,1614184676458,-5,24/02/2021 11:37:56,37087,25,questionnaire-9g37,,10338327,5f919ecd4a828d0256263372,3145104,,complete,,603680c2324f550c1c9ce4fb,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x1007,,Generic Consent,1,NNs,,,,,10,No,BEGIN QUESTIONNAIRE,
2,1614184679226,24/02/2021 16:37:59,1614184679066,-5,24/02/2021 11:37:59,37087,25,questionnaire-9g37,,10338327,5f919ecd4a828d0256263372,3145104,,complete,,603680c2324f550c1c9ce4fb,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x1007,,Generic Consent,1,NNs,,,,,10,No,ConsentFlag,1
3,1614184679522,24/02/2021 16:37:59,1614184679071,-5,24/02/2021 11:37:59,37087,25,questionnaire-9g37,,10338327,5f919ecd4a828d0256263372,3145104,,complete,,603680c2324f550c1c9ce4fb,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x1007,,Generic Consent,1,NNs,,,,,10,No,END QUESTIONNAIRE,2613
1,1614184677819,24/02/2021 16:37:57,1614184677596,-5,24/02/2021 11:37:57,37087,25,questionnaire-9g37,,10338329,5ea9f38163052e16274213cc,3145106,,complete,,603680cb75b7f6f7814174b0,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.150,1280x720,1280x578,,Generic Consent,1,EP,,,8,,,No,BEGIN QUESTIONNAIRE,
2,1614184680880,24/02/2021 16:38:00,1614184680562,-5,24/02/2021 11:38:00,37087,25,questionnaire-9g37,,10338329,5ea9f38163052e16274213cc,3145106,,complete,,603680cb75b7f6f7814174b0,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.150,1280x720,1280x578,,Generic Consent,1,EP,,,8,,,No,ConsentFlag,1
3,1614184681397,24/02/2021 16:38:01,1614184680564,-5,24/02/2021 11:38:00,37087,25,questionnaire-9g37,,10338329,5ea9f38163052e16274213cc,3145106,,complete,,603680cb75b7f6f7814174b0,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.150,1280x720,1280x578,,Generic Consent,1,EP,,,8,,,No,END QUESTIONNAIRE,2969
1,1614184682349,24/02/2021 16:38:02,1614184682125,0,24/02/2021 16:38:02,37087,25,questionnaire-9g37,,10338338,5ebeb430b3bf7e087412aefc,3145109,,complete,,6036806ec8d5d914841d2992,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.182,1440x900,1440x821,,Generic Consent,1,NNs,,,,,7,No,BEGIN QUESTIONNAIRE,
2,1614184684414,24/02/2021 16:38:04,1614184684227,0,24/02/2021 16:38:04,37087,25,questionnaire-9g37,,10338338,5ebeb430b3bf7e087412aefc,3145109,,complete,,6036806ec8d5d914841d2992,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.182,1440x900,1440x821,,Generic Consent,1,NNs,,,,,7,No,ConsentFlag,1
3,1614184684476,24/02/2021 16:38:04,1614184684229,0,24/02/2021 16:38:04,37087,25,questionnaire-9g37,,10338338,5ebeb430b3bf7e087412aefc,3145109,,complete,,6036806ec8d5d914841d2992,computer,Desktop or Laptop,Mac OS 11.2.1,Chrome 88.0.4324.182,1440x900,1440x821,,Generic Consent,1,NNs,,,,,7,No,END QUESTIONNAIRE,2104
1,1614184695510,24/02/2021 16:38:15,1614184695069,2,24/02/2021 18:38:15,37087,25,questionnaire-9g37,,10338343,5ffeaf7f8dfc885547ddea2e,3145112,,complete,,603680cd746647c755618894,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,7,,No,BEGIN QUESTIONNAIRE,
2,1614184713762,24/02/2021 16:38:33,1614184712779,2,24/02/2021 18:38:32,37087,25,questionnaire-9g37,,10338343,5ffeaf7f8dfc885547ddea2e,3145112,,complete,,603680cd746647c755618894,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,7,,No,ConsentFlag,1
3,1614184714126,24/02/2021 16:38:34,1614184712788,2,24/02/2021 18:38:32,37087,25,questionnaire-9g37,,10338343,5ffeaf7f8dfc885547ddea2e,3145112,,complete,,603680cd746647c755618894,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,7,,No,END QUESTIONNAIRE,17720
1,1614184690958,24/02/2021 16:38:10,1614184690513,0,24/02/2021 16:38:10,37087,25,questionnaire-9g37,,10338346,569d242a9e8363000c309dd7,3145113,,complete,,603680e4494f428f3122075b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,Conf,15,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184697017,24/02/2021 16:38:17,1614184696595,0,24/02/2021 16:38:16,37087,25,questionnaire-9g37,,10338346,569d242a9e8363000c309dd7,3145113,,complete,,603680e4494f428f3122075b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,Conf,15,,,,,No,ConsentFlag,1
3,1614184697103,24/02/2021 16:38:17,1614184696601,0,24/02/2021 16:38:16,37087,25,questionnaire-9g37,,10338346,569d242a9e8363000c309dd7,3145113,,complete,,603680e4494f428f3122075b,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,Conf,15,,,,,No,END QUESTIONNAIRE,6088
1,1614184701282,24/02/2021 16:38:21,1614184695762,0,24/02/2021 16:38:15,37087,25,questionnaire-9g37,,10338370,5e332dec41d1cd30b905bdfe,3145116,,complete,,603680ed4a52d8120646d6d6,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,14,,,,No,BEGIN QUESTIONNAIRE,
2,1614184712793,24/02/2021 16:38:32,1614184707244,0,24/02/2021 16:38:27,37087,25,questionnaire-9g37,,10338370,5e332dec41d1cd30b905bdfe,3145116,,complete,,603680ed4a52d8120646d6d6,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,14,,,,No,ConsentFlag,1
3,1614184712902,24/02/2021 16:38:32,1614184707246,0,24/02/2021 16:38:27,37087,25,questionnaire-9g37,,10338370,5e332dec41d1cd30b905bdfe,3145116,,complete,,603680ed4a52d8120646d6d6,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1536x754,,Generic Consent,1,GradCAM,,14,,,,No,END QUESTIONNAIRE,11484
1,1614184717929,24/02/2021 16:38:37,1614184718455,2,24/02/2021 18:38:38,37087,25,questionnaire-9g37,,10338393,5ff0e5622178d14ee91e938a,3145122,,complete,,603680f85b2d44124aedca8a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1540x744,,Generic Consent,1,GradCAM,,11,,,,No,BEGIN QUESTIONNAIRE,
2,1614184750373,24/02/2021 16:39:10,1614184750915,2,24/02/2021 18:39:10,37087,25,questionnaire-9g37,,10338393,5ff0e5622178d14ee91e938a,3145122,,complete,,603680f85b2d44124aedca8a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1540x744,,Generic Consent,1,GradCAM,,11,,,,No,ConsentFlag,1
3,1614184751159,24/02/2021 16:39:11,1614184750918,2,24/02/2021 18:39:10,37087,25,questionnaire-9g37,,10338393,5ff0e5622178d14ee91e938a,3145122,,complete,,603680f85b2d44124aedca8a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1536x864,1540x744,,Generic Consent,1,GradCAM,,11,,,,No,END QUESTIONNAIRE,32463
1,1614184755644,24/02/2021 16:39:15,1614184757655,0,24/02/2021 16:39:17,37087,25,questionnaire-9g37,,10338436,5c152ee06d1ac9000102b1cb,3145131,,complete,,60368097cecef9f8cfafa680,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,3,No,BEGIN QUESTIONNAIRE,
2,1614184768077,24/02/2021 16:39:28,1614184769981,0,24/02/2021 16:39:29,37087,25,questionnaire-9g37,,10338436,5c152ee06d1ac9000102b1cb,3145131,,complete,,60368097cecef9f8cfafa680,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,3,No,ConsentFlag,1
3,1614184768237,24/02/2021 16:39:28,1614184770013,0,24/02/2021 16:39:30,37087,25,questionnaire-9g37,,10338436,5c152ee06d1ac9000102b1cb,3145131,,complete,,60368097cecef9f8cfafa680,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,NNs,,,,,3,No,END QUESTIONNAIRE,12358
1,1614184766905,24/02/2021 16:39:26,1614184766871,0,24/02/2021 16:39:26,37087,25,questionnaire-9g37,,10338452,5ef47daa32413701f6249be1,3145136,,complete,,603680f305ad60c379973339,computer,Desktop or Laptop,Mac OS 11.2.0,Chrome 88.0.4324.146,1440x900,1440x789,,Generic Consent,1,Conf,3,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184773180,24/02/2021 16:39:33,1614184773117,0,24/02/2021 16:39:33,37087,25,questionnaire-9g37,,10338452,5ef47daa32413701f6249be1,3145136,,complete,,603680f305ad60c379973339,computer,Desktop or Laptop,Mac OS 11.2.0,Chrome 88.0.4324.146,1440x900,1440x789,,Generic Consent,1,Conf,3,,,,,No,ConsentFlag,1
3,1614184773242,24/02/2021 16:39:33,1614184773119,0,24/02/2021 16:39:33,37087,25,questionnaire-9g37,,10338452,5ef47daa32413701f6249be1,3145136,,complete,,603680f305ad60c379973339,computer,Desktop or Laptop,Mac OS 11.2.0,Chrome 88.0.4324.146,1440x900,1440x789,,Generic Consent,1,Conf,3,,,,,No,END QUESTIONNAIRE,6248
1,1614184795991,24/02/2021 16:39:55,1614184794181,0,24/02/2021 16:39:54,37087,25,questionnaire-9g37,,10338493,5e1c84a4c18437000d5ebf54,3145145,,complete,,60368060a4432eac2bdbca37,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,EP,,,2,,,No,BEGIN QUESTIONNAIRE,
2,1614184799194,24/02/2021 16:39:59,1614184797420,0,24/02/2021 16:39:57,37087,25,questionnaire-9g37,,10338493,5e1c84a4c18437000d5ebf54,3145145,,complete,,60368060a4432eac2bdbca37,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,EP,,,2,,,No,ConsentFlag,1
3,1614184799368,24/02/2021 16:39:59,1614184797425,0,24/02/2021 16:39:57,37087,25,questionnaire-9g37,,10338493,5e1c84a4c18437000d5ebf54,3145145,,complete,,60368060a4432eac2bdbca37,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1280x720,1280x578,,Generic Consent,1,EP,,,2,,,No,END QUESTIONNAIRE,3244
1,1614184797856,24/02/2021 16:39:57,1614184797481,0,24/02/2021 16:39:57,37087,25,questionnaire-9g37,,10338496,5f2e62ed44e45b1bd4b3ba18,3145147,,complete,,60368152d9f4209e7a5ea0b6,computer,Desktop or Laptop,Windows 7,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,15,,No,BEGIN QUESTIONNAIRE,
2,1614184805294,24/02/2021 16:40:05,1614184804877,0,24/02/2021 16:40:04,37087,25,questionnaire-9g37,,10338496,5f2e62ed44e45b1bd4b3ba18,3145147,,complete,,60368152d9f4209e7a5ea0b6,computer,Desktop or Laptop,Windows 7,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,15,,No,ConsentFlag,1
3,1614184805357,24/02/2021 16:40:05,1614184804879,0,24/02/2021 16:40:04,37087,25,questionnaire-9g37,,10338496,5f2e62ed44e45b1bd4b3ba18,3145147,,complete,,60368152d9f4209e7a5ea0b6,computer,Desktop or Laptop,Windows 7,Chrome 88.0.4324.182,1366x768,1366x625,,Generic Consent,1,SOD,,,,15,,No,END QUESTIONNAIRE,7398
1,1614184815453,24/02/2021 16:40:15,1614184815384,0,24/02/2021 16:40:15,37087,25,questionnaire-9g37,,10338526,5b605c4e2696a70001eeef36,3145157,,complete,,60368168cdd5a5392d4eb20f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,NNs,,,,,5,No,BEGIN QUESTIONNAIRE,
2,1614184817421,24/02/2021 16:40:17,1614184817383,0,24/02/2021 16:40:17,37087,25,questionnaire-9g37,,10338526,5b605c4e2696a70001eeef36,3145157,,complete,,60368168cdd5a5392d4eb20f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,NNs,,,,,5,No,ConsentFlag,1
3,1614184817499,24/02/2021 16:40:17,1614184817385,0,24/02/2021 16:40:17,37087,25,questionnaire-9g37,,10338526,5b605c4e2696a70001eeef36,3145157,,complete,,60368168cdd5a5392d4eb20f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1080,1407x904,,Generic Consent,1,NNs,,,,,5,No,END QUESTIONNAIRE,2001
1,1614184821343,24/02/2021 16:40:21,1614184821286,0,24/02/2021 16:40:21,37087,25,questionnaire-9g37,,10338530,5ea49f58c04d810c7ba08a92,3145159,,complete,,6036816b429b84db34f25ef7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,Conf,9,,,,,No,BEGIN QUESTIONNAIRE,
2,1614184825759,24/02/2021 16:40:25,1614184825717,0,24/02/2021 16:40:25,37087,25,questionnaire-9g37,,10338530,5ea49f58c04d810c7ba08a92,3145159,,complete,,6036816b429b84db34f25ef7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,Conf,9,,,,,No,ConsentFlag,1
3,1614184825838,24/02/2021 16:40:25,1614184825720,0,24/02/2021 16:40:25,37087,25,questionnaire-9g37,,10338530,5ea49f58c04d810c7ba08a92,3145159,,complete,,6036816b429b84db34f25ef7,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1366x768,1366x600,,Generic Consent,1,Conf,9,,,,,No,END QUESTIONNAIRE,4434
1,1614184823462,24/02/2021 16:40:23,1614184823352,-5,24/02/2021 11:40:23,37087,25,questionnaire-9g37,,10338533,5f1725b16e58fa0316af9bfb,3145161,,complete,,60368164475d48b788038f34,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.96,1440x900,1294x714,,Generic Consent,1,EP,,,7,,,No,BEGIN QUESTIONNAIRE,
2,1614184842923,24/02/2021 16:40:42,1614184842796,-5,24/02/2021 11:40:42,37087,25,questionnaire-9g37,,10338533,5f1725b16e58fa0316af9bfb,3145161,,complete,,60368164475d48b788038f34,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.96,1440x900,1294x714,,Generic Consent,1,EP,,,7,,,No,ConsentFlag,1
3,1614184843081,24/02/2021 16:40:43,1614184842799,-5,24/02/2021 11:40:42,37087,25,questionnaire-9g37,,10338533,5f1725b16e58fa0316af9bfb,3145161,,complete,,60368164475d48b788038f34,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.96,1440x900,1294x714,,Generic Consent,1,EP,,,7,,,No,END QUESTIONNAIRE,19447
1,1614184843969,24/02/2021 16:40:43,1614184844474,-8,24/02/2021 08:40:44,37087,25,questionnaire-9g37,,10338556,5f1e3f5946a0aa7eb475ebfb,3145168,,complete,,60368171c60fc987c483e28a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x969,,Generic Consent,1,GradCAM,,4,,,,No,BEGIN QUESTIONNAIRE,
2,1614184846986,24/02/2021 16:40:46,1614184847525,-8,24/02/2021 08:40:47,37087,25,questionnaire-9g37,,10338556,5f1e3f5946a0aa7eb475ebfb,3145168,,complete,,60368171c60fc987c483e28a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x969,,Generic Consent,1,GradCAM,,4,,,,No,ConsentFlag,1
3,1614184847174,24/02/2021 16:40:47,1614184847526,-8,24/02/2021 08:40:47,37087,25,questionnaire-9g37,,10338556,5f1e3f5946a0aa7eb475ebfb,3145168,,complete,,60368171c60fc987c483e28a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1920x1080,1920x969,,Generic Consent,1,GradCAM,,4,,,,No,END QUESTIONNAIRE,3052
1,1614184850033,24/02/2021 16:40:50,1614184849932,-5,24/02/2021 11:40:49,37087,25,questionnaire-9g37,,10338571,5cae3985d14c8a0017678f48,3145172,,complete,,60368189f36ce42dedf3e98a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1200,1920x934,,Generic Consent,1,EP,,,14,,,No,BEGIN QUESTIONNAIRE,
2,1614184855316,24/02/2021 16:40:55,1614184855120,-5,24/02/2021 11:40:55,37087,25,questionnaire-9g37,,10338571,5cae3985d14c8a0017678f48,3145172,,complete,,60368189f36ce42dedf3e98a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1200,1920x934,,Generic Consent,1,EP,,,14,,,No,ConsentFlag,1
3,1614184855534,24/02/2021 16:40:55,1614184855121,-5,24/02/2021 11:40:55,37087,25,questionnaire-9g37,,10338571,5cae3985d14c8a0017678f48,3145172,,complete,,60368189f36ce42dedf3e98a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 88.0.4324.182,1920x1200,1920x934,,Generic Consent,1,EP,,,14,,,No,END QUESTIONNAIRE,5189
1,1614184850942,24/02/2021 16:40:50,1614184850704,2,24/02/2021 18:40:50,37087,25,questionnaire-9g37,,10338574,5f11e7c45f0aa10d57a758ae,3145174,,complete,,60368180611f04d90cb25ef6,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,SOD,,,,12,,No,BEGIN QUESTIONNAIRE,
2,1614184853278,24/02/2021 16:40:53,1614184853073,2,24/02/2021 18:40:53,37087,25,questionnaire-9g37,,10338574,5f11e7c45f0aa10d57a758ae,3145174,,complete,,60368180611f04d90cb25ef6,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,SOD,,,,12,,No,ConsentFlag,1
3,1614184853591,24/02/2021 16:40:53,1614184853074,2,24/02/2021 18:40:53,37087,25,questionnaire-9g37,,10338574,5f11e7c45f0aa10d57a758ae,3145174,,complete,,60368180611f04d90cb25ef6,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 66.0.3359.181,1680x1050,1465x844,,Generic Consent,1,SOD,,,,12,,No,END QUESTIONNAIRE,2369
