Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,didyouknow,definition,sampleimages,question,SAMguessed,visualization,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
1,1614747292423,03/03/2021 04:54:52,1614747289956,1,03/03/2021 05:54:49,38788,24,task-wpt2,,10562809,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Test,3,SOD,,,,5,,Qualified,,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1614747300722,03/03/2021 04:55:00,1614747297859,1,03/03/2021 05:54:57,38788,24,task-wpt2,,10562809,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Test,3,SOD,,,,5,,Qualified,,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,15,,1,Screen 1,buttonB,response_button_text,1785.4000000006636,,,No,1,0,1,0,,,,,,Trial,,Yes,No,Yes,No,1,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Have you ever seen a **boston bull** before?,# Have you ever seen an **ibizan hound** before?,# Have you ever seen a **basset** before?,# Have you ever seen a **welsh springer spaniel** before?,# Have you ever seen a **newfoundland** before?,# Have you ever seen a **greater Swiss Mountain dog** before?,# Have you ever seen a **kelpie** before?,# Have you ever seen an **airedale** before?,# Have you ever seen a **dingo** before?,# Have you ever seen a **papillon** before?,# Have you ever seen an **american Staffordshire terrier** before?,# Have you ever seen an **irish terrier** before?,# Have you ever seen a **kerry blue terrier** before?,# Have you ever seen a **shih-Tzu** before?,# Have you ever seen a **sussex spaniel** before?,"<h3 style=""text-align: center""> <strong>boston bull</strong>: small pug-faced American terrier breed having a smooth brindle or black coat with white markings</h3>","<h3 style=""text-align: center""> <strong>ibizan hound</strong>: breed of slender agile medium-sized hound found chiefly in the Balearic Islands</h3>","<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>","<h3 style=""text-align: center""> <strong>welsh springer spaniel</strong>: a red-and-white breed slightly smaller than the English springer spaniel</h3>","<h3 style=""text-align: center""> <strong>newfoundland</strong>: a breed of very large heavy dogs with a thick coarse usually black coat</h3>","<h3 style=""text-align: center""> <strong>greater Swiss Mountain dog</strong>: the largest of the four Swiss breeds</h3>","<h3 style=""text-align: center""> <strong>kelpie</strong>: an Australian sheepdog with pointed ears</h3>","<h3 style=""text-align: center""> <strong>airedale</strong>: breed of large wiry-coated terrier bred in Yorkshire</h3>","<h3 style=""text-align: center""> <strong>dingo</strong>: wolflike yellowish-brown wild dog of Australia</h3>","<h3 style=""text-align: center""> <strong>papillon</strong>: small slender toy spaniel with erect ears and a black-spotted brown to white coat</h3>","<h3 style=""text-align: center""> <strong>american Staffordshire terrier</strong>: American breed of muscular terriers with a short close-lying stiff coat</h3>","<h3 style=""text-align: center""> <strong>irish terrier</strong>: medium-sized breed with a wiry brown coat</h3>","<h3 style=""text-align: center""> <strong>kerry blue terrier</strong>: an Irish breed of medium-sized terriers with a silky blue-grey coat</h3>","<h3 style=""text-align: center""> <strong>shih-Tzu</strong>: a Chinese breed of small dog similar to a Pekingese</h3>","<h3 style=""text-align: center""> <strong>sussex spaniel</strong>: an English breed with short legs and a golden liver-colored coat</h3>",n02096585.jpeg,n02091244.jpeg,n02088238.jpeg,n02102177.jpeg,n02111277.jpeg,n02107574.jpeg,n02105412.jpeg,n02096051.jpeg,n02115641.jpeg,n02086910.jpeg,n02093428.jpeg,n02093991.jpeg,n02093859.jpeg,n02086240.jpeg,n02102480.jpeg,# Sam guessed this is **24% boston bull**,# Sam guessed this is **99% ibizan hound**,# Sam guessed this is **97% basset**,# Sam guessed this is **27% welsh springer spaniel**,# Sam guessed this is **51% newfoundland**,# Sam guessed this is **18% greater Swiss Mountain dog**,# Sam guessed this is **43% kelpie**,# Sam guessed this is **48% airedale**,# Sam guessed this is **44% dingo**,# Sam guessed this is **56% papillon**,# Sam guessed this is **24% american Staffordshire terrier**,# Sam guessed this is **88% irish terrier**,# Sam guessed this is **46% kerry blue terrier**,# Sam guessed this is **20% shih-Tzu**,# Sam guessed this is **50% sussex spaniel**,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Is this **boston bull**?,# Is this **ibizan hound**?,# Is this **basset**?,# Is this **welsh springer spaniel**?,# Is this **newfoundland**?,# Is this **greater Swiss Mountain dog**?,# Is this **kelpie**?,# Is this **airedale**?,# Is this **dingo**?,# Is this **papillon**?,# Is this **american Staffordshire terrier**?,# Is this **irish terrier**?,# Is this **kerry blue terrier**?,# Is this **shih-Tzu**?,# Is this **sussex spaniel**?
3,1614747306850,03/03/2021 04:55:06,1614747304492,1,03/03/2021 05:55:04,38788,24,task-wpt2,,10562809,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Test,3,SOD,,,,5,,Qualified,,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,15,,2,Screen 2,advancementZone,continue_button,6577.7000000016415,,,,,0,1,0,,,,,,Trial,,Yes,No,Yes,No,1,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Have you ever seen a **boston bull** before?,# Have you ever seen an **ibizan hound** before?,# Have you ever seen a **basset** before?,# Have you ever seen a **welsh springer spaniel** before?,# Have you ever seen a **newfoundland** before?,# Have you ever seen a **greater Swiss Mountain dog** before?,# Have you ever seen a **kelpie** before?,# Have you ever seen an **airedale** before?,# Have you ever seen a **dingo** before?,# Have you ever seen a **papillon** before?,# Have you ever seen an **american Staffordshire terrier** before?,# Have you ever seen an **irish terrier** before?,# Have you ever seen a **kerry blue terrier** before?,# Have you ever seen a **shih-Tzu** before?,# Have you ever seen a **sussex spaniel** before?,"<h3 style=""text-align: center""> <strong>boston bull</strong>: small pug-faced American terrier breed having a smooth brindle or black coat with white markings</h3>","<h3 style=""text-align: center""> <strong>ibizan hound</strong>: breed of slender agile medium-sized hound found chiefly in the Balearic Islands</h3>","<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>","<h3 style=""text-align: center""> <strong>welsh springer spaniel</strong>: a red-and-white breed slightly smaller than the English springer spaniel</h3>","<h3 style=""text-align: center""> <strong>newfoundland</strong>: a breed of very large heavy dogs with a thick coarse usually black coat</h3>","<h3 style=""text-align: center""> <strong>greater Swiss Mountain dog</strong>: the largest of the four Swiss breeds</h3>","<h3 style=""text-align: center""> <strong>kelpie</strong>: an Australian sheepdog with pointed ears</h3>","<h3 style=""text-align: center""> <strong>airedale</strong>: breed of large wiry-coated terrier bred in Yorkshire</h3>","<h3 style=""text-align: center""> <strong>dingo</strong>: wolflike yellowish-brown wild dog of Australia</h3>","<h3 style=""text-align: center""> <strong>papillon</strong>: small slender toy spaniel with erect ears and a black-spotted brown to white coat</h3>","<h3 style=""text-align: center""> <strong>american Staffordshire terrier</strong>: American breed of muscular terriers with a short close-lying stiff coat</h3>","<h3 style=""text-align: center""> <strong>irish terrier</strong>: medium-sized breed with a wiry brown coat</h3>","<h3 style=""text-align: center""> <strong>kerry blue terrier</strong>: an Irish breed of medium-sized terriers with a silky blue-grey coat</h3>","<h3 style=""text-align: center""> <strong>shih-Tzu</strong>: a Chinese breed of small dog similar to a Pekingese</h3>","<h3 style=""text-align: center""> <strong>sussex spaniel</strong>: an English breed with short legs and a golden liver-colored coat</h3>",n02096585.jpeg,n02091244.jpeg,n02088238.jpeg,n02102177.jpeg,n02111277.jpeg,n02107574.jpeg,n02105412.jpeg,n02096051.jpeg,n02115641.jpeg,n02086910.jpeg,n02093428.jpeg,n02093991.jpeg,n02093859.jpeg,n02086240.jpeg,n02102480.jpeg,# Sam guessed this is **24% boston bull**,# Sam guessed this is **99% ibizan hound**,# Sam guessed this is **97% basset**,# Sam guessed this is **27% welsh springer spaniel**,# Sam guessed this is **51% newfoundland**,# Sam guessed this is **18% greater Swiss Mountain dog**,# Sam guessed this is **43% kelpie**,# Sam guessed this is **48% airedale**,# Sam guessed this is **44% dingo**,# Sam guessed this is **56% papillon**,# Sam guessed this is **24% american Staffordshire terrier**,# Sam guessed this is **88% irish terrier**,# Sam guessed this is **46% kerry blue terrier**,# Sam guessed this is **20% shih-Tzu**,# Sam guessed this is **50% sussex spaniel**,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Is this **boston bull**?,# Is this **ibizan hound**?,# Is this **basset**?,# Is this **welsh springer spaniel**?,# Is this **newfoundland**?,# Is this **greater Swiss Mountain dog**?,# Is this **kelpie**?,# Is this **airedale**?,# Is this **dingo**?,# Is this **papillon**?,# Is this **american Staffordshire terrier**?,# Is this **irish terrier**?,# Is this **kerry blue terrier**?,# Is this **shih-Tzu**?,# Is this **sussex spaniel**?
4,1614747315585,03/03/2021 04:55:15,1614747311251,1,03/03/2021 05:55:11,38788,24,task-wpt2,,10562809,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Test,3,SOD,,,,5,,Qualified,,Input,didyouknow$${var},definition$${var},sampleimages$${var},question$${var},SAMguessed$${var},visualization$${var},Input,15,,3,Screen 3,Zone5,response_button_text,6719.100000002072,,,No,1,0,1,0,,,,,,Trial,,Yes,No,Yes,No,1,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Have you ever seen a **boston bull** before?,# Have you ever seen an **ibizan hound** before?,# Have you ever seen a **basset** before?,# Have you ever seen a **welsh springer spaniel** before?,# Have you ever seen a **newfoundland** before?,# Have you ever seen a **greater Swiss Mountain dog** before?,# Have you ever seen a **kelpie** before?,# Have you ever seen an **airedale** before?,# Have you ever seen a **dingo** before?,# Have you ever seen a **papillon** before?,# Have you ever seen an **american Staffordshire terrier** before?,# Have you ever seen an **irish terrier** before?,# Have you ever seen a **kerry blue terrier** before?,# Have you ever seen a **shih-Tzu** before?,# Have you ever seen a **sussex spaniel** before?,"<h3 style=""text-align: center""> <strong>boston bull</strong>: small pug-faced American terrier breed having a smooth brindle or black coat with white markings</h3>","<h3 style=""text-align: center""> <strong>ibizan hound</strong>: breed of slender agile medium-sized hound found chiefly in the Balearic Islands</h3>","<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>","<h3 style=""text-align: center""> <strong>welsh springer spaniel</strong>: a red-and-white breed slightly smaller than the English springer spaniel</h3>","<h3 style=""text-align: center""> <strong>newfoundland</strong>: a breed of very large heavy dogs with a thick coarse usually black coat</h3>","<h3 style=""text-align: center""> <strong>greater Swiss Mountain dog</strong>: the largest of the four Swiss breeds</h3>","<h3 style=""text-align: center""> <strong>kelpie</strong>: an Australian sheepdog with pointed ears</h3>","<h3 style=""text-align: center""> <strong>airedale</strong>: breed of large wiry-coated terrier bred in Yorkshire</h3>","<h3 style=""text-align: center""> <strong>dingo</strong>: wolflike yellowish-brown wild dog of Australia</h3>","<h3 style=""text-align: center""> <strong>papillon</strong>: small slender toy spaniel with erect ears and a black-spotted brown to white coat</h3>","<h3 style=""text-align: center""> <strong>american Staffordshire terrier</strong>: American breed of muscular terriers with a short close-lying stiff coat</h3>","<h3 style=""text-align: center""> <strong>irish terrier</strong>: medium-sized breed with a wiry brown coat</h3>","<h3 style=""text-align: center""> <strong>kerry blue terrier</strong>: an Irish breed of medium-sized terriers with a silky blue-grey coat</h3>","<h3 style=""text-align: center""> <strong>shih-Tzu</strong>: a Chinese breed of small dog similar to a Pekingese</h3>","<h3 style=""text-align: center""> <strong>sussex spaniel</strong>: an English breed with short legs and a golden liver-colored coat</h3>",n02096585.jpeg,n02091244.jpeg,n02088238.jpeg,n02102177.jpeg,n02111277.jpeg,n02107574.jpeg,n02105412.jpeg,n02096051.jpeg,n02115641.jpeg,n02086910.jpeg,n02093428.jpeg,n02093991.jpeg,n02093859.jpeg,n02086240.jpeg,n02102480.jpeg,# Sam guessed this is **24% boston bull**,# Sam guessed this is **99% ibizan hound**,# Sam guessed this is **97% basset**,# Sam guessed this is **27% welsh springer spaniel**,# Sam guessed this is **51% newfoundland**,# Sam guessed this is **18% greater Swiss Mountain dog**,# Sam guessed this is **43% kelpie**,# Sam guessed this is **48% airedale**,# Sam guessed this is **44% dingo**,# Sam guessed this is **56% papillon**,# Sam guessed this is **24% american Staffordshire terrier**,# Sam guessed this is **88% irish terrier**,# Sam guessed this is **46% kerry blue terrier**,# Sam guessed this is **20% shih-Tzu**,# Sam guessed this is **50% sussex spaniel**,n02096585_ILSVRC2012_val_00014115_n02108915_245_195_24.jpeg,n02091244_ILSVRC2012_val_00002325_n02091032_171_173_99.jpeg,n02088238_ILSVRC2012_val_00019241_n02088466_97.jpeg,n02102177_ILSVRC2012_val_00000665_n02102040_217_218_27.jpeg,n02111277_ILSVRC2012_val_00045739_n02099267_51.jpeg,n02107574_ILSVRC2012_val_00008297_n02092002_18.jpeg,n02105412_ILSVRC2012_val_00034992_n02105056_43.jpeg,n02096051_ILSVRC2012_val_00002397_n02091635_48.jpeg,n02115641_ILSVRC2012_val_00013971_n02100583_44.jpeg,n02086910_ILSVRC2012_val_00035764_n02090622_169_157_56.jpeg,n02093428_ILSVRC2012_val_00048188_n02089973_24.jpeg,n02093991_ILSVRC2012_val_00045068_n02113023_263_184_88.jpeg,n02093859_ILSVRC2012_val_00037676_n02091467_174_183_46.jpeg,n02086240_ILSVRC2012_val_00027703_n02086240_20.jpeg,n02102480_ILSVRC2012_val_00019449_n02102480_50.jpeg,# Is this **boston bull**?,# Is this **ibizan hound**?,# Is this **basset**?,# Is this **welsh springer spaniel**?,# Is this **newfoundland**?,# Is this **greater Swiss Mountain dog**?,# Is this **kelpie**?,# Is this **airedale**?,# Is this **dingo**?,# Is this **papillon**?,# Is this **american Staffordshire terrier**?,# Is this **irish terrier**?,# Is this **kerry blue terrier**?,# Is this **shih-Tzu**?,# Is this **sussex spaniel**?
