Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,train_conf2,train_conf3,train_conf4,train_conf5,didyouknow,definition,sampleimages,question,test,ANSWER2,ANSWER3,ANSWER4,ANSWER5,visualization,SAMguessed,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
26,1614747121656,03/03/2021 04:52:01,1614747121540,-8,02/03/2021 20:52:01,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1839x1009,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,4,1,2,Screen 2,Zone1,continue_button,7305.764999939129,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1614747123259,03/03/2021 04:52:03,1614747123283,-8,02/03/2021 20:52:03,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1839x1009,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,5,1,1,Screen 1,buttonA,response_button_text,1700.2799999900162,,,Yes,1,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1614747126803,03/03/2021 04:52:06,1614747126060,-8,02/03/2021 20:52:06,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,5,1,2,Screen 2,advancementZone,continue_button,2767.659999895841,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1614747128882,03/03/2021 04:52:08,1614747128784,-8,02/03/2021 20:52:08,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,5,1,3,Screen 3,Zone5,response_button_text,2711.1100000329316,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1614747130191,03/03/2021 04:52:10,1614747130217,-8,02/03/2021 20:52:10,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,6,2,1,Screen 1,buttonA,response_button_text,1411.8600001093,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1614747131845,03/03/2021 04:52:11,1614747131867,-8,02/03/2021 20:52:11,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,6,2,2,Screen 2,advancementZone,continue_button,1637.0000001043081,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1614747133173,03/03/2021 04:52:13,1614747133204,-8,02/03/2021 20:52:13,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,6,2,3,Screen 3,Zone3,response_button_text,1314.5349998958409,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1614747136071,03/03/2021 04:52:16,1614747135497,-8,02/03/2021 20:52:15,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,7,3,1,Screen 1,buttonB,response_button_text,2269.0050000092015,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1614747137625,03/03/2021 04:52:17,1614747137659,-8,02/03/2021 20:52:17,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,7,3,2,Screen 2,advancementZone,continue_button,2147.2700000740588,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1614747139862,03/03/2021 04:52:19,1614747139900,-8,02/03/2021 20:52:19,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,7,3,3,Screen 3,Zone3,response_button_text,2222.799999988638,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1614747142105,03/03/2021 04:52:22,1614747141373,-8,02/03/2021 20:52:21,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,1,Screen 1,buttonB,response_button_text,1449.0399999776855,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1614747143230,03/03/2021 04:52:23,1614747143104,-8,02/03/2021 20:52:23,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,2,Screen 2,advancementZone,continue_button,1717.145000002347,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1614747145694,03/03/2021 04:52:25,1614747145718,-8,02/03/2021 20:52:25,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,3,Screen 3,Zone3,response_button_text,2600.734999985434,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1614747147390,03/03/2021 04:52:27,1614747147415,-8,02/03/2021 20:52:27,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,1,Screen 1,buttonB,response_button_text,1672.8499999735504,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1614747148858,03/03/2021 04:52:28,1614747148887,-8,02/03/2021 20:52:28,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,2,Screen 2,advancementZone,continue_button,1462.085000006482,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1614747154059,03/03/2021 04:52:34,1614747153341,-8,02/03/2021 20:52:33,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,3,Screen 3,Zone5,response_button_text,4436.9699999224395,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1614747156033,03/03/2021 04:52:36,1614747156066,-8,02/03/2021 20:52:36,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,1,Screen 1,buttonB,response_button_text,2701.75999996718,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1614747157632,03/03/2021 04:52:37,1614747157663,-8,02/03/2021 20:52:37,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,2,Screen 2,advancementZone,continue_button,1585.9700000146404,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1614747160412,03/03/2021 04:52:40,1614747160442,-8,02/03/2021 20:52:40,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,3,Screen 3,Zone5,response_button_text,2766.620000009425,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1614747163981,03/03/2021 04:52:43,1614747164010,-8,02/03/2021 20:52:44,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,1,Screen 1,buttonB,response_button_text,3544.9299999745563,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1614747165609,03/03/2021 04:52:45,1614747165639,-8,02/03/2021 20:52:45,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,2,Screen 2,advancementZone,continue_button,1606.7999999504536,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1614747169346,03/03/2021 04:52:49,1614747168870,-8,02/03/2021 20:52:48,38788,24,task-w7x5,,10562747,5f4c17256e656770da1ff9ee,3213018,,complete,,603f158d6ba69e097c8a490d,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.72,1920x1080,1920x1080,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,3,Screen 3,Zone3,response_button_text,3216.05000004638,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
