Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,train_conf2,train_conf3,train_conf4,train_conf5,didyouknow,definition,sampleimages,question,test,ANSWER2,ANSWER3,ANSWER4,ANSWER5,SAMguessed,visualization,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
1,1614747058949,03/03/2021 04:50:58,1614747057021,1,03/03/2021 05:50:57,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1614747072636,03/03/2021 04:51:12,1614747070778,1,03/03/2021 05:51:10,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,1,1,1,Screen 1,advancementZone,continue_button,9373.700000003737,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1614747075794,03/03/2021 04:51:15,1614747073973,1,03/03/2021 05:51:13,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,1,1,2,Screen 2,advancementZone,continue_button,3167.200000003504,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1614747078784,03/03/2021 04:51:18,1614747076974,1,03/03/2021 05:51:16,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,1,1,3,Screen 3,advancementZone,continue_button,2972.80000000319,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1614747080703,03/03/2021 04:51:20,1614747078884,1,03/03/2021 05:51:18,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,1,1,4,Screen 4,advancementZone,continue_button,1881.4999999958673,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1614747081721,03/03/2021 04:51:21,1614747079798,1,03/03/2021 05:51:19,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,1,1,5,Screen 5,advancementZone,continue_button,890.7000000035623,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1614747088850,03/03/2021 04:51:28,1614747086994,1,03/03/2021 05:51:26,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,2,1,1,Screen 1,advancementZone,continue_button,6974.300000001676,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1614747095209,03/03/2021 04:51:35,1614747092860,1,03/03/2021 05:51:32,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,2,1,2,Imagenet,advancementZone,continue_button,5824.399999997695,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1614747102494,03/03/2021 04:51:42,1614747100238,1,03/03/2021 05:51:40,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,2,1,3,Screen 2,advancementZone,continue_button,7351.500000004307,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1614747112632,03/03/2021 04:51:52,1614747110534,1,03/03/2021 05:51:50,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,2,1,4,Screen 3,advancementZone,continue_button,10256.30000000092,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1614747114780,03/03/2021 04:51:54,1614747112954,1,03/03/2021 05:51:52,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,2,1,5,Screen 4,advancementZone,continue_button,2388.599999998405,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1614747138078,03/03/2021 04:52:18,1614747135535,1,03/03/2021 05:52:15,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x134,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,1,Screen 1,Zone1,continue_keyboard,22438.50000000384,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1614747190039,03/03/2021 04:53:10,1614747147473,1,03/03/2021 05:52:27,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,2,Screen 2,advancementZone,response_button_text,11878.700000001118,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1614747190039,03/03/2021 04:53:10,1614747148916,1,03/03/2021 05:52:28,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,3,Correct1,Zone3,response_button_text,1391.4999999979045,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1614747190039,03/03/2021 04:53:10,1614747155268,1,03/03/2021 05:52:35,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,5,Screen 3,advancementZone,response_button_text,6290.200000003097,,,Yes,1,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1614747190039,03/03/2021 04:53:10,1614747160204,1,03/03/2021 05:52:40,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,7,Wrong2,Zone3,response_button_text,4866.100000006554,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1614747190039,03/03/2021 04:53:10,1614747164026,1,03/03/2021 05:52:44,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,8,Screen 4,advancementZone,response_button_text,3768.5999999957858,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1614747190039,03/03/2021 04:53:10,1614747165822,1,03/03/2021 05:52:45,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,9,Correct3,Zone3,response_button_text,1733.8000000017928,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1614747190039,03/03/2021 04:53:10,1614747170225,1,03/03/2021 05:52:50,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,11,Screen 5,Zone5,response_button_text,4346.10000000248,,,No,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1614747190039,03/03/2021 04:53:10,1614747177195,1,03/03/2021 05:52:57,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,12,Correct4,Zone3,response_button_text,6887.800000004063,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1614747196574,03/03/2021 04:53:16,1614747180995,1,03/03/2021 05:53:00,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,14,Screen 6,Zone5,response_button_text,3744.3999999959487,,,No,1,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1614747196574,03/03/2021 04:53:16,1614747182069,1,03/03/2021 05:53:02,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,16,Wrong5,Zone3,response_button_text,982.6000000030035,,,Continue,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1614747196574,03/03/2021 04:53:16,1614747186197,1,03/03/2021 05:53:06,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x134,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,3,1,17,End of Training,Zone1,continue_keyboard,4084.100000000035,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1614747196574,03/03/2021 04:53:16,1614747188492,1,03/03/2021 05:53:08,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x134,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,4,1,1,Screen 1,Zone1,continue_keyboard,2207.6000000015483,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1614747204320,03/03/2021 04:53:24,1614747200840,1,03/03/2021 05:53:20,38788,24,task-phxr,,10562748,5f9b014daee4da2af5391e54,3213021,,complete,,603f157528b8f009a3a50f48,computer,Desktop or Laptop,Linux x86_64,Chrome 88.0.4324.181,1040x480,1005x396,,Dog_SOD_Val,2,SOD,,,,5,,Qualified,,Input,Input,4,1,2,Screen 2,Zone1,continue_button,12290.999999997439,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
